Event.Id,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Make:Model,Severity_Score,Fatality,extracted_value
20020125X00135,0.0,1.0,0.0,74.0,McdonnellDouglas:DC-9,114.66666666666667,Non-Fatal,
20020621X00955,0.0,0.0,0.0,123.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20030910X01507,0.0,0.0,0.0,138.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20051213X01965,0.0,1.0,7.0,137.0,McdonnellDouglas:DC-9,117.24137931034481,Non-Fatal,
20060330X00368,0.0,0.0,0.0,138.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20081219X65333,0.0,0.0,0.0,253.0,McdonnellDouglas:MD-11,100.0,Non-Fatal,
20070510X00542,0.0,0.0,0.0,306.0,McdonnellDouglas:DC-10,100.0,Non-Fatal,
20070601X00676,0.0,0.0,0.0,99.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20070705X00879,0.0,0.0,0.0,501.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20071005X01522,0.0,0.0,0.0,143.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20080107X00024,0.0,2.0,0.0,112.0,McdonnellDouglas:MD-80,119.29824561403508,Non-Fatal,
20080228X00243,0.0,0.0,0.0,148.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20080422X00526,3.0,0.0,40.0,51.0,McdonnellDouglas:DC-9,261.7021276595745,Fatal-3,
20080723X01111,0.0,4.0,1.0,157.0,McdonnellDouglas:DC-10,128.39506172839506,Non-Fatal,
20080808X01189,0.0,0.0,0.0,51.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20081216X41655,0.0,0.0,0.0,57.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20081215X14936,0.0,0.0,0.0,153.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20081229X80551,0.0,0.0,0.0,129.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20090306X81752,0.0,0.0,0.0,162.0,McdonnellDouglas:MD-90,100.0,Non-Fatal,
20090414X52749,0.0,0.0,0.0,71.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20090401X82602,0.0,0.0,1.0,136.0,McdonnellDouglas:MD-80,101.45985401459853,Non-Fatal,
20090604X25647,0.0,0.0,0.0,324.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20091102X82140,0.0,0.0,0.0,70.0,McdonnellDouglas:MD-90,100.0,Non-Fatal,
20100423X02633,0.0,0.0,1.0,83.0,McdonnellDouglas:MD-80,102.38095238095238,Non-Fatal,
20100720X43639,0.0,0.0,0.0,111.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20110628X11855,0.0,0.0,1.0,126.0,McdonnellDouglas:MD-80,101.5748031496063,Non-Fatal,
20111018X03714,0.0,0.0,0.0,81.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20120831X52443,0.0,0.0,0.0,147.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20130614X14844,0.0,0.0,0.0,156.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20140203X35450,0.0,0.0,0.0,144.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20140515X92350,0.0,0.0,0.0,166.0,McdonnellDouglas:MD-90,100.0,Non-Fatal,
20150305X42958,0.0,0.0,0.0,132.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20150608X90730,0.0,7.0,1.0,137.0,McdonnellDouglas:MD-80,154.48275862068965,Non-Fatal,
20160126X75122,0.0,0.0,0.0,153.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20170308X73155,0.0,1.0,0.0,115.0,McdonnellDouglas:MD-80,109.48275862068965,Non-Fatal,
20170317X92137,0.0,0.0,1.0,106.0,McdonnellDouglas:MD-80,101.86915887850468,Non-Fatal,
20170320X74630,0.0,0.0,0.0,163.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20170911X34051,0.0,0.0,1.0,142.0,McdonnellDouglas:MD-90,101.3986013986014,Non-Fatal,
20171212X00211,0.0,0.0,0.0,61.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20180420X04304,0.0,0.0,0.0,101.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20180618X44832,0.0,0.0,0.0,177.0,McdonnellDouglas:MD-80,100.0,Non-Fatal,
20180719X64035,0.0,0.0,0.0,131.0,McdonnellDouglas:DC-9,100.0,Non-Fatal,
20180725X32722,0.0,1.0,1.0,144.0,McdonnellDouglas:MD-80,108.90410958904108,Non-Fatal,
20190830X60449,0.0,0.0,1.0,151.0,McdonnellDouglas:MD-80,101.3157894736842,Non-Fatal,
20220622105298,0.0,4.0,0.0,136.0,McdonnellDouglas:MD-80,131.42857142857142,Non-Fatal,
20020917X01897,0.0,0.0,0.0,149.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
20020917X02421,0.0,0.0,0.0,152.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
20001214X42478,0.0,0.0,0.0,588.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
20001214X39980,0.0,0.0,0.0,157.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
20001211X14270,27.0,9.0,12.0,3.0,Fokker-F28-4000,1611.764705882353,Fatal-27,Fokker
20001211X15125,0.0,1.0,9.0,282.0,Lockheed-L-1011,109.93150684931507,Non-Fatal,Lockheed
20001207X03162,0.0,0.0,0.0,339.0,Lockheed-L-1011,100.0,Non-Fatal,Lockheed
20001207X03162,0.0,0.0,0.0,339.0,Short Brothers: SD3-60,100.0,Non-Fatal,Short Brothers
20001208X06865,97.0,4.0,2.0,0.0,Fokker-F-100,2406.7961165048546,Fatal-97,Fokker
20001211X09650,0.0,0.0,0.0,51.0,Fokker-F-100,100.0,Non-Fatal,Fokker
20081003X42132,0.0,63.0,3.0,0.0,Fokker-F28-4000,1159.0909090909092,Non-Fatal,Fokker
20091228X15816,0.0,0.0,0.0,45.0,Atr: ATR72,100.0,Non-Fatal,Atr
20100114X11754,0.0,0.0,0.0,48.0,Atr: ATR72,100.0,Non-Fatal,Atr
20140106X40632,0.0,0.0,0.0,40.0,Dehavilland-DHC8,100.0,Non-Fatal,Dehavilland
20190222X90048,0.0,0.0,0.0,64.0,Dehavilland-DHC8,100.0,Non-Fatal,Dehavilland
20191018X02019,1.0,3.0,1.0,37.0,Saab: 2000,240.47619047619045,Fatal-1,Saab
20200911X91036,0.0,0.0,0.0,49.0,Atr: ATR72,100.0,Non-Fatal,Atr
20210803103617,0.0,0.0,0.0,97.0,Bae: RJ85,100.0,Non-Fatal,Bae
20001213X27315,0.0,1.0,4.0,222.0,Airbus300,108.37004405286343,Non-Fatal,Airbus
20001212X20343,169.0,0.0,10.0,0.0,Airbus310,2377.094972067039,Fatal-169,Airbus
20051213X01965,0.0,1.0,7.0,137.0,Airbus319,117.24137931034481,Non-Fatal,Airbus
20050817X01269,0.0,0.0,0.0,324.0,Airbus320,100.0,Non-Fatal,Airbus
20050817X01269,0.0,0.0,0.0,324.0,Airbus320,100.0,Non-Fatal,Airbus
20050927X01540,0.0,0.0,0.0,146.0,Airbus320,100.0,Non-Fatal,Airbus
20061015X01521,0.0,0.0,0.0,179.0,Airbus319,100.0,Non-Fatal,Airbus
20070426X00458,0.0,0.0,0.0,216.0,Airbus320,100.0,Non-Fatal,Airbus
20071023X01635,0.0,0.0,2.0,125.0,Airbus320,103.14960629921259,Non-Fatal,Airbus
20071023X01634,0.0,0.0,0.0,138.0,Airbus320,100.0,Non-Fatal,Airbus
20080107X00025,0.0,1.0,3.0,291.0,Airbus330,105.76271186440678,Non-Fatal,Airbus
20080125X00103,0.0,0.0,0.0,73.0,Airbus319,100.0,Non-Fatal,Airbus
20080122X00081,0.0,11.0,0.0,77.0,Airbus319,237.5,Non-Fatal,Airbus
20080514X00667,0.0,0.0,0.0,107.0,Airbus320,100.0,Non-Fatal,Airbus
20080312X00305,0.0,1.0,0.0,124.0,Airbus320,108.80000000000001,Non-Fatal,Airbus
20080604X00782,3.0,5.0,0.0,126.0,Airbus320,194.77611940298507,Fatal-3,Airbus
20081003X16302,30.0,0.0,0.0,184.0,Airbus310,436.44859813084116,Fatal-30,Airbus
20080729X01123,0.0,0.0,0.0,99.0,Airbus319,100.0,Non-Fatal,Airbus
20081031X50731,0.0,0.0,22.0,293.0,Airbus330,113.96825396825396,Non-Fatal,Airbus
20081027X75039,0.0,0.0,0.0,162.0,Airbus320,100.0,Non-Fatal,Airbus
20090115X73226,0.0,0.0,5.0,150.0,Airbus320,106.4516129032258,Non-Fatal,Airbus
20090505X04553,0.0,4.0,0.0,150.0,Airbus320,128.57142857142858,Non-Fatal,Airbus
20090624X02042,0.0,0.0,0.0,176.0,Airbus330,100.0,Non-Fatal,Airbus
20090601X72555,228.0,0.0,0.0,0.0,Airbus330,2500.0,Fatal-228,Airbus
20090706X72654,0.0,0.0,0.0,217.0,Airbus330,100.0,Non-Fatal,Airbus
20090628X32005,152.0,0.0,1.0,0.0,Airbus310,2485.62091503268,Fatal-152,Airbus
20090712X94532,0.0,2.0,2.0,149.0,Airbus320,116.99346405228759,Non-Fatal,Airbus
20091022X00120,0.0,0.0,0.0,152.0,Airbus320,100.0,Non-Fatal,Airbus
20091117X55556,0.0,0.0,0.0,130.0,Airbus319,100.0,Non-Fatal,Airbus
20100112X10853,0.0,3.0,0.0,50.0,Airbus319,162.26415094339623,Non-Fatal,Airbus
20100312X84023,0.0,2.0,1.0,114.0,Airbus319,120.51282051282051,Non-Fatal,Airbus
20100503X82523,0.0,0.0,0.0,140.0,Airbus320,100.0,Non-Fatal,Airbus
20100512X53621,103.0,0.0,1.0,0.0,Airbus330,2478.846153846154,Fatal-103,Airbus
20100525X02508,0.0,0.0,0.0,140.0,Airbus319,100.0,Non-Fatal,Airbus
20100606X02721,0.0,0.0,0.0,454.0,Airbus330,100.0,Non-Fatal,Airbus
20100803X33417,157.0,0.0,0.0,0.0,Airbus321,2500.0,Fatal-157,Airbus
20100827X20401,0.0,7.0,0.0,84.0,Airbus320,184.6153846153846,Non-Fatal,Airbus
20100916X50512,0.0,0.0,0.0,190.0,Airbus320,100.0,Non-Fatal,Airbus
20111031X44724,0.0,35.0,0.0,95.0,Airbus319,396.1538461538462,Non-Fatal,Airbus
20110219X32035,0.0,1.0,1.0,117.0,Airbus320,110.92436974789916,Non-Fatal,Airbus
20110404X21934,0.0,0.0,0.0,109.0,Airbus320,100.0,Non-Fatal,Airbus
20110412X23201,0.0,0.0,0.0,576.0,Airbus380,100.0,Non-Fatal,Airbus
20110426X03427,0.0,0.0,1.0,275.0,Airbus330,100.72463768115942,Non-Fatal,Airbus
20110510X01046,0.0,0.0,1.0,124.0,Airbus319,101.6,Non-Fatal,Airbus
20110917X35742,0.0,0.0,0.0,140.0,Airbus320,100.0,Non-Fatal,Airbus
20120224X25922,0.0,0.0,0.0,150.0,Airbus320,100.0,Non-Fatal,Airbus
20120302X22622,0.0,0.0,1.0,188.0,Airbus321,101.05820105820106,Non-Fatal,Airbus
20120417X44353,0.0,1.0,2.0,95.0,Airbus319,115.3061224489796,Non-Fatal,Airbus
20120511X73555,0.0,0.0,1.0,142.0,Airbus319,101.3986013986014,Non-Fatal,Airbus
20130604X82231,0.0,0.0,0.0,91.0,Airbus321,100.0,Non-Fatal,Airbus
20120612X01249,0.0,0.0,1.0,149.0,Airbus320,101.33333333333334,Non-Fatal,Airbus
20120621X34639,0.0,0.0,0.0,154.0,Airbus320,100.0,Non-Fatal,Airbus
20121101X94754,0.0,0.0,0.0,100.0,Airbus319,100.0,Non-Fatal,Airbus
20120811X13221,0.0,0.0,0.0,270.0,Airbus330,100.0,Non-Fatal,Airbus
20120924X32520,0.0,0.0,1.0,158.0,Airbus330,101.25786163522012,Non-Fatal,Airbus
20121228X00153,0.0,0.0,0.0,257.0,Airbus330,100.0,Non-Fatal,Airbus
20130118X53100,0.0,0.0,0.0,397.0,Airbus340,100.0,Non-Fatal,Airbus
20130408X10949,0.0,0.0,0.0,192.0,Airbus321,100.0,Non-Fatal,Airbus
20130502X52359,0.0,0.0,0.0,290.0,Airbus330,100.0,Non-Fatal,Airbus
20130517X14847,0.0,0.0,1.0,119.0,Airbus320,101.66666666666666,Non-Fatal,Airbus
20131018X11441,0.0,0.0,0.0,150.0,Airbus319,100.0,Non-Fatal,Airbus
20140314X21725,0.0,0.0,0.0,154.0,Airbus320,100.0,Non-Fatal,Airbus
20140320X53321,0.0,0.0,1.0,264.0,Airbus330,100.75471698113208,Non-Fatal,Airbus
20140910X20543,0.0,0.0,0.0,365.0,Airbus330,100.0,Non-Fatal,Airbus
20140918X52311,0.0,0.0,0.0,147.0,Airbus320,100.0,Non-Fatal,Airbus
20150511X92031,0.0,0.0,0.0,136.0,Airbus319,100.0,Non-Fatal,Airbus
20150523X13659,0.0,0.0,1.0,146.0,Airbus320,101.36054421768708,Non-Fatal,Airbus
20150717X41748,0.0,0.0,1.0,155.0,Airbus320,101.28205128205127,Non-Fatal,Airbus
20150811X22104,0.0,0.0,0.0,124.0,Airbus320,100.0,Non-Fatal,Airbus
20150818X14949,0.0,0.0,0.0,159.0,Airbus321,100.0,Non-Fatal,Airbus
20151005X22228,0.0,4.0,2.0,73.0,Airbus319,160.75949367088606,Non-Fatal,Airbus
20160216X30252,0.0,0.0,1.0,104.0,Airbus319,101.9047619047619,Non-Fatal,Airbus
20160401X43647,0.0,0.0,0.0,115.0,Airbus320,100.0,Non-Fatal,Airbus
20160516X92239,0.0,0.0,1.0,140.0,Airbus320,101.41843971631207,Non-Fatal,Airbus
20160723X91246,0.0,0.0,1.0,109.0,Airbus321,101.81818181818181,Non-Fatal,Airbus
20160708X61700,0.0,0.0,0.0,129.0,Airbus320,100.0,Non-Fatal,Airbus
20160805X51304,0.0,7.0,1.0,121.0,Airbus319,161.24031007751938,Non-Fatal,Airbus
20160812X71506,0.0,27.0,0.0,124.0,Airbus320,296.6887417218543,Non-Fatal,Airbus
20161027X90950,0.0,0.0,0.0,120.0,Airbus330,100.0,Non-Fatal,Airbus
20170331X95128,0.0,0.0,1.0,120.0,Airbus319,101.65289256198346,Non-Fatal,Airbus
20170508X85232,0.0,0.0,1.0,154.0,Airbus320,101.29032258064517,Non-Fatal,Airbus
20170523X15143,0.0,2.0,1.0,139.0,Airbus319,116.90140845070422,Non-Fatal,Airbus
20170625X04604,0.0,0.0,0.0,199.0,Airbus321,100.0,Non-Fatal,Airbus
20170703X71412,0.0,0.0,0.0,189.0,Airbus321,100.0,Non-Fatal,Airbus
20170810X64739,0.0,0.0,0.0,156.0,Airbus320,100.0,Non-Fatal,Airbus
20170905X02408,0.0,0.0,0.0,134.0,Airbus320,100.0,Non-Fatal,Airbus
20170925X23622,0.0,0.0,0.0,143.0,Airbus321,100.0,Non-Fatal,Airbus
20170925X84139,0.0,0.0,0.0,189.0,Airbus330,100.0,Non-Fatal,Airbus
20180410X54605,0.0,0.0,0.0,185.0,Airbus320,100.0,Non-Fatal,Airbus
20170930X94216,0.0,0.0,0.0,521.0,Airbus380,100.0,Non-Fatal,Airbus
20171002X95003,0.0,0.0,0.0,301.0,Airbus321,100.0,Non-Fatal,Airbus
20171212X50255,0.0,0.0,0.0,294.0,Airbus319,100.0,Non-Fatal,Airbus
20171220X52223,0.0,1.0,1.0,100.0,Airbus321,112.74509803921569,Non-Fatal,Airbus
20180205X20338,0.0,0.0,0.0,255.0,Airbus330,100.0,Non-Fatal,Airbus
20180213X95840,0.0,9.0,0.0,135.0,Airbus330,168.75,Non-Fatal,Airbus
20180228X30813,0.0,2.0,1.0,295.0,Airbus330,108.0536912751678,Non-Fatal,Airbus
20180419X80338,0.0,0.0,0.0,288.0,Airbus330,100.0,Non-Fatal,Airbus
20180712X94728,0.0,1.0,0.0,300.0,Airbus330,103.65448504983388,Non-Fatal,Airbus
20200619X60815,0.0,1.0,1.0,132.0,Airbus319,109.70149253731343,Non-Fatal,Airbus
20180905X90334,0.0,0.0,0.0,197.0,Airbus321,100.0,Non-Fatal,Airbus
20181001X05544,0.0,6.0,0.0,166.0,Airbus320,138.37209302325581,Non-Fatal,Airbus
20181001X90405,0.0,0.0,1.0,185.0,Airbus321,101.0752688172043,Non-Fatal,Airbus
20181206X51048,0.0,0.0,1.0,162.0,Airbus320,101.22699386503066,Non-Fatal,Airbus
20190411X53531,0.0,0.0,0.0,110.0,Airbus321,100.0,Non-Fatal,Airbus
20190521X92202,0.0,0.0,0.0,244.0,Airbus330,100.0,Non-Fatal,Airbus
20190801X04456,0.0,0.0,0.0,121.0,Airbus220,100.0,Non-Fatal,Airbus
20190808X62316,0.0,0.0,0.0,232.0,Airbus321,100.0,Non-Fatal,Airbus
20190816X35649,0.0,0.0,1.0,154.0,Airbus320,101.29032258064517,Non-Fatal,Airbus
20190913X83845,0.0,0.0,0.0,162.0,Airbus330,100.0,Non-Fatal,Airbus
20190916X91526,0.0,0.0,1.0,107.0,Airbus319,101.85185185185186,Non-Fatal,Airbus
20190917X42103,0.0,0.0,0.0,180.0,Airbus321,100.0,Non-Fatal,Airbus
20190917X92718,0.0,0.0,0.0,77.0,Airbus220,100.0,Non-Fatal,Airbus
20200125X54545,0.0,0.0,1.0,158.0,Airbus320,101.25786163522012,Non-Fatal,Airbus
20200129X53303,0.0,0.0,0.0,112.0,Airbus319,100.0,Non-Fatal,Airbus
20200212X95117,0.0,0.0,0.0,154.0,Airbus220,100.0,Non-Fatal,Airbus
20200522X82856,97.0,0.0,2.0,0.0,Airbus320,2455.5555555555557,Fatal-97,Airbus
20201229102469,0.0,0.0,1.0,139.0,Airbus320,101.42857142857142,Non-Fatal,Airbus
20210210102620,0.0,0.0,1.0,95.0,Airbus320,102.08333333333333,Non-Fatal,Airbus
20210330102837,0.0,0.0,0.0,116.0,Airbus320,100.0,Non-Fatal,Airbus
20210507103049,0.0,0.0,0.0,130.0,Airbus319,100.0,Non-Fatal,Airbus
20210628103350,0.0,8.0,1.0,185.0,Airbus321,146.39175257731958,Non-Fatal,Airbus
20210706103420,0.0,0.0,1.0,180.0,Airbus321,101.10497237569061,Non-Fatal,Airbus
20210726103537,0.0,0.0,1.0,193.0,Airbus321,101.03092783505154,Non-Fatal,Airbus
20210826103756,0.0,0.0,1.0,119.0,Airbus319,101.66666666666666,Non-Fatal,Airbus
20211005104043,0.0,0.0,0.0,134.0,Airbus321,100.0,Non-Fatal,Airbus
20211004104029,0.0,4.0,0.0,108.0,Airbus320,139.28571428571428,Non-Fatal,Airbus
20220207104606,0.0,0.0,1.0,55.0,Airbus320,103.57142857142858,Non-Fatal,Airbus
20220124104551,0.0,0.0,0.0,108.0,Airbus320,100.0,Non-Fatal,Airbus
20220516105082,0.0,0.0,0.0,132.0,Airbus320,100.0,Non-Fatal,Airbus
20220601105167,0.0,0.0,1.0,151.0,Airbus320,101.3157894736842,Non-Fatal,Airbus
20220726105575,0.0,0.0,0.0,178.0,Airbus320,100.0,Non-Fatal,Airbus
20220927106004,0.0,0.0,0.0,290.0,Airbus330,100.0,Non-Fatal,Airbus
20001211X11543,0.0,0.0,0.0,40.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20050825X01313,0.0,0.0,0.0,205.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20061015X01521,0.0,0.0,0.0,179.0,Embraer-EMB170,100.0,Non-Fatal,Embraer
20081003X62958,0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20080304X00260,0.0,0.0,1.0,52.0,Embraer-EMB145,103.77358490566037,Non-Fatal,Embraer
20081124X34243,0.0,0.0,0.0,132.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
20081229X40417,0.0,0.0,1.0,76.0,Embraer-ERJ170,102.59740259740259,Non-Fatal,Embraer
20090114X61852,0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20090522X80352,0.0,0.0,0.0,47.0,Embraer-EMB135KL,100.0,Non-Fatal,Embraer
20090612X13814,0.0,0.0,0.0,163.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20090724X34459,0.0,0.0,1.0,83.0,Embraer-ERJ170,102.38095238095238,Non-Fatal,Embraer
20090728X71721,0.0,1.0,1.0,85.0,Embraer-EMB170,114.94252873563218,Non-Fatal,Embraer
20100315X12046,0.0,0.0,0.0,45.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20100511X03836,0.0,0.0,0.0,41.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20100701X93344,0.0,3.0,2.0,40.0,Embraer-EMB145,182.22222222222223,Non-Fatal,Embraer
20100809X75512,0.0,0.0,1.0,73.0,Embraer-ERJ170,102.7027027027027,Non-Fatal,Embraer
20100811X20501,0.0,0.0,0.0,50.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20100825X10814,42.0,47.0,7.0,0.0,Embraer-ERJ190,1703.125,Fatal-42,Embraer
20101116X51712,0.0,0.0,0.0,80.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
20101203X60119,0.0,0.0,1.0,48.0,Embraer-EMB145,104.08163265306123,Non-Fatal,Embraer
20110329X33129,0.0,0.0,1.0,92.0,Embraer-ERJ190,102.15053763440861,Non-Fatal,Embraer
20110318X05118,0.0,0.0,0.0,46.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20110328X80923,0.0,0.0,1.0,51.0,Embraer-EMB145,103.84615384615385,Non-Fatal,Embraer
20110406X54825,0.0,0.0,0.0,47.0,Embraer-EMB135KL,100.0,Non-Fatal,Embraer
20110603X52158,0.0,0.0,0.0,52.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20110809X50704,0.0,0.0,0.0,84.0,Embraer-EMB135KL,100.0,Non-Fatal,Embraer
20110830X63935,0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20110907X15938,0.0,0.0,0.0,47.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20110919X65108,0.0,0.0,5.0,97.0,Embraer-ERJ190,109.80392156862746,Non-Fatal,Embraer
20111201X31832,0.0,0.0,0.0,48.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20120207X14951,0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20120807X32623,0.0,0.0,1.0,75.0,Embraer-ERJ170,102.63157894736842,Non-Fatal,Embraer
20121231X42414,0.0,0.0,1.0,49.0,Embraer-EMB145,104.0,Non-Fatal,Embraer
20130220X85257,0.0,0.0,1.0,53.0,Embraer-EMB145,103.7037037037037,Non-Fatal,Embraer
20130708X40148,0.0,0.0,0.0,49.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20140211X00047,0.0,0.0,0.0,44.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20140529X04134,0.0,0.0,0.0,45.0,Embraer-EMB135KL,100.0,Non-Fatal,Embraer
20140826X64917,0.0,1.0,1.0,52.0,Embraer-ERJ170,124.07407407407408,Non-Fatal,Embraer
20140828X43935,0.0,0.0,1.0,55.0,Embraer-ERJ170,103.57142857142858,Non-Fatal,Embraer
20141006X73012,0.0,0.0,0.0,228.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20141023X80357,0.0,0.0,0.0,272.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
20150211X14605,0.0,1.0,0.0,55.0,Embraer-ERJ190,119.64285714285714,Non-Fatal,Embraer
20150219X82450,0.0,0.0,0.0,113.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20150422X71127,0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20150812X63537,0.0,0.0,1.0,65.0,Embraer-E175,103.03030303030303,Non-Fatal,Embraer
20160106X80332,0.0,0.0,1.0,71.0,Embraer-ERJ170,102.77777777777777,Non-Fatal,Embraer
20160531X90157,0.0,0.0,0.0,65.0,Embraer-ERJ190,100.0,Non-Fatal,Embraer
20160805X50153,0.0,0.0,1.0,52.0,Embraer-ERJ170,103.77358490566037,Non-Fatal,Embraer
20161205X55455,0.0,1.0,0.0,54.0,Embraer-ERJ170,120.0,Non-Fatal,Embraer
20170721X61556,0.0,3.0,1.0,45.0,Embraer-ERJ170,171.42857142857142,Non-Fatal,Embraer
20170906X30002,0.0,0.0,0.0,51.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20171219X90251,0.0,0.0,1.0,56.0,Embraer-ERJ170,103.50877192982458,Non-Fatal,Embraer
20180207X92707,0.0,0.0,0.0,101.0,Embraer-ERJ190,100.0,Non-Fatal,Embraer
20180803X35058,0.0,0.0,1.0,72.0,Embraer-ERJ175,102.73972602739727,Non-Fatal,Embraer
20180702X05713,0.0,0.0,0.0,53.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20180731X03141,0.0,26.0,16.0,60.0,Embraer-ERJ190,411.7647058823529,Non-Fatal,Embraer
20190214X42337,0.0,4.0,1.0,59.0,Embraer-ERJ170,171.875,Non-Fatal,Embraer
20191111X02542,0.0,0.0,0.0,41.0,Embraer-EMB145,100.0,Non-Fatal,Embraer
20191218X82112,0.0,0.0,1.0,40.0,Embraer-EMB145,104.8780487804878,Non-Fatal,Embraer
20191220X85302,0.0,0.0,1.0,47.0,Embraer-ERJ190,104.16666666666667,Non-Fatal,Embraer
20200519X44148,0.0,0.0,0.0,102.0,Embraer-ERJ190,100.0,Non-Fatal,Embraer
20200324X75727,0.0,0.0,0.0,52.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
20211007104064,0.0,0.0,0.0,53.0,Embraer-ERJ170,100.0,Non-Fatal,Embraer
20211025104161,0.0,0.0,1.0,62.0,Embraer-ERJ170,103.17460317460319,Non-Fatal,Embraer
